Day,Incidence,Brand,Quantity,Last_Inc_Brand,Last_Inc_Quantity,Price_1,Price_2,Price_3,Price_4,Price_5,Promotion_1,Promotion_2,Promotion_3,Promotion_4,Promotion_5,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
639,0,0,0,0,0,1.48,1.56,2.0,2.24,2.79,1,0,0,0,0,1,1,24,1,78762,0,0
649,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0,1,1,24,1,78762,0,0
652,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,0,0,0,0,1,1,24,1,78762,0,0
653,0,0,0,0,0,1.26,1.88,2.06,2.24,2.79,1,1,0,0,0,1,1,24,1,78762,0,0
658,0,0,0,0,0,1.26,1.88,2.06,2.24,2.79,0,0,0,0,0,1,1,24,1,78762,0,0
665,0,0,0,0,0,1.37,1.8,2.06,2.24,2.76,0,0,0,0,0,1,1,24,1,78762,0,0
672,0,0,0,0,0,1.42,1.86,2.06,2.24,2.76,0,0,0,0,0,1,1,24,1,78762,0,0
696,0,0,0,0,0,1.42,1.51,1.97,2.24,2.78,0,1,0,0,0,1,1,24,1,78762,0,0
703,1,3,3,0,0,1.41,1.85,2.01,2.24,2.79,0,0,1,0,0,1,1,24,1,78762,0,0
708,0,0,0,3,1,1.37,1.84,2.06,2.24,2.8,0,0,0,0,0,1,1,24,1,78762,0,0
710,0,0,0,0,0,1.36,1.84,2.09,2.24,2.77,0,0,0,0,0,1,1,24,1,78762,0,0
712,0,0,0,0,0,1.5,1.84,2.13,2.24,2.8,0,0,0,0,0,1,1,24,1,78762,0,0
723,0,0,0,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0,1,1,24,1,78762,0,0
726,0,0,0,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0,1,1,24,1,78762,0,0
729,0,0,0,0,0,1.5,1.82,2.09,2.24,2.8,0,0,0,0,0,1,1,24,1,78762,0,0
5,0,0,0,0,0,1.59,1.87,1.97,2.09,2.66,0,0,0,0,0,0,1,54,2,149410,1,2
12,0,0,0,0,0,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,0,1,54,2,149410,1,2
19,0,0,0,0,0,1.52,1.89,1.99,2.09,2.66,0,0,0,0,0,0,1,54,2,149410,1,2
26,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,0,1,54,2,149410,1,2
42,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,0,0,0,0,1,54,2,149410,1,2
45,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,0,1,0,0,0,1,54,2,149410,1,2
52,0,0,0,0,0,1.35,1.87,1.97,2.09,2.34,1,0,0,0,0,0,1,54,2,149410,1,2
64,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,0,1,54,2,149410,1,2
71,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,1,1,0,0,0,0,1,54,2,149410,1,2
85,0,0,0,0,0,1.47,1.9,1.95,2.12,2.44,0,1,0,0,0,0,1,54,2,149410,1,2
93,0,0,0,0,0,1.39,1.58,1.99,2.12,2.34,0,0,0,0,0,0,1,54,2,149410,1,2
105,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,0,1,54,2,149410,1,2
109,0,0,0,0,0,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,0,1,54,2,149410,1,2
111,0,0,0,0,0,1.47,1.9,1.99,1.97,2.67,1,1,0,0,0,0,1,54,2,149410,1,2
125,0,0,0,0,0,1.39,1.84,1.93,2.16,2.67,1,0,0,0,0,0,1,54,2,149410,1,2
138,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,1,0,0,0,0,1,54,2,149410,1,2
148,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,0,1,54,2,149410,1,2
151,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,0,1,54,2,149410,1,2
163,0,0,0,0,0,1.39,1.9,1.94,2.16,2.61,1,0,0,0,0,0,1,54,2,149410,1,2
172,0,0,0,0,0,1.39,1.9,1.99,2.16,2.49,0,1,0,0,0,0,1,54,2,149410,1,2
177,0,0,0,0,0,1.48,1.5,1.99,2.16,2.49,0,0,0,1,0,0,1,54,2,149410,1,2
188,1,5,1,0,0,1.35,1.88,1.97,2.16,2.36,0,0,0,0,0,0,1,54,2,149410,1,2
200,0,0,0,5,1,1.49,1.57,1.99,2.16,2.66,0,0,0,0,0,0,1,54,2,149410,1,2
209,0,0,0,0,0,1.49,1.9,1.99,1.97,2.66,0,0,0,1,0,0,1,54,2,149410,1,2
212,0,0,0,0,0,1.49,1.78,1.99,1.97,2.67,0,0,0,0,0,0,1,54,2,149410,1,2
226,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,0,1,54,2,149410,1,2
229,1,4,4,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,0,1,54,2,149410,1,2
234,1,4,2,4,1,1.41,1.89,1.93,2.16,2.67,1,0,0,0,0,0,1,54,2,149410,1,2
257,0,0,0,4,1,1.46,1.57,2.0,2.16,2.64,0,1,0,0,0,0,1,54,2,149410,1,2
266,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,0,1,54,2,149410,1,2
268,0,0,0,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,0,1,54,2,149410,1,2
273,1,1,3,0,0,1.4,1.89,1.96,2.16,2.64,1,0,0,0,0,0,1,54,2,149410,1,2
283,0,0,0,1,1,1.37,1.89,2.0,2.14,2.64,0,0,0,0,0,0,1,54,2,149410,1,2
300,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0,0,1,54,2,149410,1,2
303,1,4,6,0,0,1.46,1.77,1.97,2.18,2.68,0,0,0,0,0,0,1,54,2,149410,1,2
309,0,0,0,4,1,1.34,1.89,2.01,2.03,2.69,0,1,0,0,0,0,1,54,2,149410,1,2
323,0,0,0,0,0,1.33,1.89,1.98,2.21,2.7,0,0,0,1,0,0,1,54,2,149410,1,2
332,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,0,1,54,2,149410,1,2
347,0,0,0,0,0,1.35,1.89,1.97,2.21,2.61,1,0,0,0,0,0,1,54,2,149410,1,2
360,1,5,1,0,0,1.33,1.89,2.02,2.2,2.69,0,0,0,0,0,0,1,54,2,149410,1,2
374,1,4,3,5,1,1.21,1.87,2.02,2.21,2.69,1,0,0,0,0,0,1,54,2,149410,1,2
379,0,0,0,4,1,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,0,1,54,2,149410,1,2
382,0,0,0,0,0,1.24,1.87,2.02,2.21,2.71,0,0,0,0,0,0,1,54,2,149410,1,2
394,1,4,3,0,0,1.47,1.89,2.02,1.94,2.69,0,0,0,1,0,0,1,54,2,149410,1,2
410,0,0,0,4,1,1.33,1.89,2.02,2.21,2.7,0,0,0,0,0,0,1,54,2,149410,1,2
417,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,0,1,54,2,149410,1,2
423,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,0,1,54,2,149410,1,2
424,1,4,3,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,0,0,0,1,54,2,149410,1,2
450,1,5,3,4,1,1.47,1.57,2.02,2.21,2.7,0,0,0,0,0,0,1,54,2,149410,1,2
457,0,0,0,5,1,1.48,1.57,2.02,2.21,2.7,0,0,0,0,0,0,1,54,2,149410,1,2
464,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,0,1,0,0,0,0,1,54,2,149410,1,2
471,0,0,0,0,0,1.39,1.36,2.02,2.21,2.7,0,0,0,0,0,0,1,54,2,149410,1,2
485,0,0,0,0,0,1.39,1.88,2.01,2.21,2.7,1,1,0,0,0,0,1,54,2,149410,1,2
498,1,4,5,0,0,1.19,1.57,2.06,2.21,2.54,0,0,0,0,1,0,1,54,2,149410,1,2
509,1,4,3,4,1,1.34,1.88,2.07,2.26,2.43,0,0,0,0,0,0,1,54,2,149410,1,2
515,0,0,0,4,1,1.47,1.51,2.07,1.96,2.64,0,1,0,1,1,0,1,54,2,149410,1,2
524,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,0,1,54,2,149410,1,2
528,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,0,1,54,2,149410,1,2
530,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,0,1,54,2,149410,1,2
537,1,4,2,0,0,1.47,1.86,2.07,2.26,2.66,0,1,0,0,0,0,1,54,2,149410,1,2
546,0,0,0,4,1,1.46,1.56,2.05,2.26,2.29,0,0,0,0,0,0,1,54,2,149410,1,2
552,1,4,2,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,0,1,54,2,149410,1,2
562,0,0,0,4,1,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0,0,1,54,2,149410,1,2
569,1,4,3,0,0,1.48,1.89,2.07,2.26,2.6,0,0,0,0,0,0,1,54,2,149410,1,2
593,1,4,2,4,1,1.42,1.85,2.06,2.19,2.58,0,1,0,0,0,0,1,54,2,149410,1,2
598,0,0,0,4,1,1.5,1.83,2.06,2.24,2.59,0,0,0,0,0,0,1,54,2,149410,1,2
605,0,0,0,0,0,1.41,1.83,2.06,2.24,2.79,0,0,0,0,0,0,1,54,2,149410,1,2
617,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,1,0,0,0,0,1,54,2,149410,1,2
624,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,0,0,0,0,0,1,54,2,149410,1,2
634,0,0,0,0,0,1.31,1.56,2.0,2.24,2.79,0,1,1,0,0,0,1,54,2,149410,1,2
645,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0,0,1,54,2,149410,1,2
662,0,0,0,0,0,1.37,1.8,2.06,2.24,2.79,1,1,0,0,0,0,1,54,2,149410,1,2
671,0,0,0,0,0,1.42,1.86,2.06,2.24,2.72,0,0,0,0,0,0,1,54,2,149410,1,2
683,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,0,0,0,0,0,1,54,2,149410,1,2
690,0,0,0,0,0,1.5,1.87,2.06,2.24,2.78,0,1,0,0,0,0,1,54,2,149410,1,2
702,0,0,0,0,0,1.41,1.85,2.0,2.24,2.79,0,0,1,0,0,0,1,54,2,149410,1,2
704,0,0,0,0,0,1.41,1.85,2.01,2.24,2.79,0,0,0,0,0,0,1,54,2,149410,1,2
715,1,4,2,0,0,1.5,1.8,2.09,2.24,2.79,0,0,0,0,0,0,1,54,2,149410,1,2
728,0,0,0,4,1,1.5,1.82,2.09,2.24,2.8,0,0,0,0,0,0,1,54,2,149410,1,2
4,0,0,0,0,0,1.59,1.87,2.01,2.09,2.66,0,1,0,0,0,1,1,34,1,147626,2,2
6,1,3,3,0,0,1.59,1.87,2.01,2.09,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
11,1,3,3,3,1,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
16,1,3,4,3,1,1.52,1.89,1.98,2.09,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
23,1,3,3,3,1,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
29,0,0,0,3,1,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
32,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
34,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
38,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
40,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,1,0,0,0,1,1,34,1,147626,2,2
42,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,0,0,0,1,1,34,1,147626,2,2
44,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0,1,1,34,1,147626,2,2
45,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,0,1,0,0,1,1,34,1,147626,2,2
47,1,2,3,0,0,1.35,1.58,1.97,2.09,2.59,1,0,1,0,0,1,1,34,1,147626,2,2
53,0,0,0,2,1,1.35,1.87,1.97,2.09,2.59,1,0,1,0,0,1,1,34,1,147626,2,2
60,1,3,1,0,0,1.39,1.9,1.87,2.12,2.62,1,0,0,0,0,1,1,34,1,147626,2,2
68,0,0,0,3,1,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
69,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
73,0,0,0,0,0,1.39,1.89,1.95,2.12,2.54,1,0,0,0,0,1,1,34,1,147626,2,2
75,0,0,0,0,0,1.35,1.83,1.95,2.12,2.55,1,1,0,0,0,1,1,34,1,147626,2,2
76,0,0,0,0,0,1.36,1.83,1.95,2.12,2.49,1,1,0,0,0,1,1,34,1,147626,2,2
78,0,0,0,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1,1,1,34,1,147626,2,2
79,0,0,0,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1,1,1,34,1,147626,2,2
80,0,0,0,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1,1,1,34,1,147626,2,2
82,0,0,0,0,0,1.47,1.9,1.99,2.12,2.49,0,0,0,0,1,1,1,34,1,147626,2,2
86,0,0,0,0,0,1.39,1.9,1.95,2.12,2.49,0,0,0,0,0,1,1,34,1,147626,2,2
89,0,0,0,0,0,1.39,1.58,1.99,2.12,2.55,0,1,0,0,0,1,1,34,1,147626,2,2
90,0,0,0,0,0,1.39,1.58,1.99,2.12,2.55,0,1,0,0,0,1,1,34,1,147626,2,2
92,0,0,0,0,0,1.39,1.46,1.99,2.12,2.4,0,0,0,0,0,1,1,34,1,147626,2,2
94,0,0,0,0,0,1.39,1.58,1.99,2.11,2.61,0,0,0,0,0,1,1,34,1,147626,2,2
98,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
100,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,1,1,34,1,147626,2,2
103,1,3,2,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,1,1,34,1,147626,2,2
105,1,3,4,3,1,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,1,1,34,1,147626,2,2
107,0,0,0,3,1,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,1,1,34,1,147626,2,2
109,0,0,0,0,0,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,1,1,34,1,147626,2,2
111,0,0,0,0,0,1.47,1.9,1.99,1.97,2.67,1,1,0,0,0,1,1,34,1,147626,2,2
113,0,0,0,0,0,1.47,1.86,1.99,1.96,2.67,0,1,0,0,0,1,1,34,1,147626,2,2
115,0,0,0,0,0,1.43,1.35,1.99,2.16,2.67,1,1,0,0,0,1,1,34,1,147626,2,2
124,0,0,0,0,0,1.39,1.84,1.97,2.16,2.67,1,1,0,0,0,1,1,34,1,147626,2,2
125,0,0,0,0,0,1.39,1.84,1.93,2.16,2.67,1,0,0,0,0,1,1,34,1,147626,2,2
134,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,1,1,34,1,147626,2,2
139,0,0,0,0,0,1.17,1.9,1.99,2.16,2.67,1,0,0,0,0,1,1,34,1,147626,2,2
146,1,3,2,0,0,1.36,1.35,1.99,2.16,2.64,1,0,0,0,0,1,1,34,1,147626,2,2
149,0,0,0,3,1,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,1,1,34,1,147626,2,2
152,0,0,0,0,0,1.39,1.9,1.94,2.16,2.51,1,0,0,0,0,1,1,34,1,147626,2,2
157,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,1,1,34,1,147626,2,2
161,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,1,1,34,1,147626,2,2
164,0,0,0,0,0,1.39,1.9,1.94,2.16,2.61,1,0,0,0,0,1,1,34,1,147626,2,2
166,0,0,0,0,0,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0,1,1,34,1,147626,2,2
169,0,0,0,0,0,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0,1,1,34,1,147626,2,2
172,0,0,0,0,0,1.39,1.9,1.99,2.16,2.49,0,1,0,0,0,1,1,34,1,147626,2,2
174,0,0,0,0,0,1.49,1.5,1.97,2.16,2.54,0,1,0,0,0,1,1,34,1,147626,2,2
192,0,0,0,0,0,1.35,1.88,1.99,2.16,2.19,0,1,0,0,0,1,1,34,1,147626,2,2
195,0,0,0,0,0,1.35,1.56,1.99,2.16,2.66,0,1,0,0,0,1,1,34,1,147626,2,2
196,1,5,3,0,0,1.35,1.57,1.95,2.16,2.66,0,1,0,0,0,1,1,34,1,147626,2,2
199,0,0,0,5,1,1.49,1.57,1.99,2.16,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
206,0,0,0,0,0,1.49,1.9,1.97,2.16,2.66,0,0,0,1,0,1,1,34,1,147626,2,2
210,0,0,0,0,0,1.49,1.9,1.99,1.97,2.66,0,0,0,1,0,1,1,34,1,147626,2,2
213,0,0,0,0,0,1.35,1.78,1.99,1.97,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
222,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,1,1,34,1,147626,2,2
227,1,3,1,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,1,1,34,1,147626,2,2
229,0,0,0,3,1,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,1,1,34,1,147626,2,2
232,1,3,3,0,0,1.41,1.52,1.95,1.97,2.67,1,0,0,0,0,1,1,34,1,147626,2,2
235,0,0,0,3,1,1.41,1.89,1.93,2.16,2.67,1,0,0,0,0,1,1,34,1,147626,2,2
241,1,3,1,0,0,1.46,1.89,1.89,2.16,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
243,0,0,0,3,1,1.46,1.89,1.89,2.16,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
248,0,0,0,0,0,1.46,1.89,1.99,2.15,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
252,1,3,4,0,0,1.46,1.89,1.99,2.16,2.67,0,1,0,0,0,1,1,34,1,147626,2,2
258,0,0,0,3,1,1.49,1.57,2.0,2.16,2.64,0,1,0,0,0,1,1,34,1,147626,2,2
264,1,3,3,0,0,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,1,1,34,1,147626,2,2
270,0,0,0,3,1,1.37,1.27,1.96,2.16,2.67,1,0,0,0,0,1,1,34,1,147626,2,2
278,0,0,0,0,0,1.37,1.89,2.0,2.16,2.64,0,0,0,0,0,1,1,34,1,147626,2,2
284,0,0,0,0,0,1.37,1.89,2.0,2.14,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
291,1,3,3,0,0,1.49,1.89,2.0,2.17,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
292,0,0,0,3,1,1.49,1.89,2.0,2.17,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
293,0,0,0,0,0,1.48,1.89,2.01,2.18,2.7,0,0,0,0,0,1,1,34,1,147626,2,2
299,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0,1,1,34,1,147626,2,2
303,0,0,0,0,0,1.46,1.77,1.97,2.18,2.68,0,0,0,0,0,1,1,34,1,147626,2,2
310,0,0,0,0,0,1.2,1.89,2.01,2.03,2.7,0,1,0,0,0,1,1,34,1,147626,2,2
322,0,0,0,0,0,1.33,1.89,1.98,2.21,2.7,1,1,0,0,0,1,1,34,1,147626,2,2
324,0,0,0,0,0,1.33,1.89,1.98,2.21,2.7,0,0,0,1,0,1,1,34,1,147626,2,2
330,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,34,1,147626,2,2
332,1,3,4,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,34,1,147626,2,2
333,0,0,0,3,1,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,34,1,147626,2,2
334,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,1,1,34,1,147626,2,2
340,0,0,0,0,0,1.4,1.89,2.02,2.21,2.6,0,1,0,0,0,1,1,34,1,147626,2,2
344,1,5,3,0,0,1.4,1.89,1.97,2.21,2.59,1,0,0,0,0,1,1,34,1,147626,2,2
346,0,0,0,5,1,1.35,1.89,1.97,2.02,2.61,1,0,0,0,0,1,1,34,1,147626,2,2
350,0,0,0,0,0,1.29,1.89,1.97,2.21,2.71,1,0,0,0,0,1,1,34,1,147626,2,2
358,1,3,3,0,0,1.1,1.81,2.02,2.21,2.67,0,0,0,0,0,1,1,34,1,147626,2,2
364,0,0,0,3,1,1.27,1.89,2.02,2.2,2.67,0,1,0,0,0,1,1,34,1,147626,2,2
371,0,0,0,0,0,1.21,1.53,2.02,2.21,2.69,1,0,0,0,0,1,1,34,1,147626,2,2
377,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,1,1,34,1,147626,2,2
379,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,1,1,34,1,147626,2,2
380,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,1,1,34,1,147626,2,2
386,0,0,0,0,0,1.49,1.89,2.02,2.21,2.7,0,0,0,0,0,1,1,34,1,147626,2,2
388,0,0,0,0,0,1.49,1.89,2.02,2.21,2.7,0,0,0,0,0,1,1,34,1,147626,2,2
393,0,0,0,0,0,1.47,1.89,2.02,1.94,2.69,0,0,0,1,0,1,1,34,1,147626,2,2
398,0,0,0,0,0,1.49,1.89,2.02,1.94,2.69,0,0,0,0,0,1,1,34,1,147626,2,2
404,0,0,0,0,0,1.33,1.89,2.02,2.21,2.69,0,0,0,0,0,1,1,34,1,147626,2,2
409,0,0,0,0,0,1.33,1.89,2.02,2.21,2.7,0,0,0,0,0,1,1,34,1,147626,2,2
412,0,0,0,0,0,1.34,1.89,2.02,2.21,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
413,0,0,0,0,0,1.28,1.89,2.02,2.21,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
418,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,1,1,34,1,147626,2,2
419,0,0,0,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,1,1,34,1,147626,2,2
421,1,3,1,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,1,1,34,1,147626,2,2
431,0,0,0,3,1,1.47,1.57,2.02,1.98,2.64,0,1,0,0,0,1,1,34,1,147626,2,2
432,0,0,0,0,0,1.41,1.57,2.02,2.04,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
436,0,0,0,0,0,1.38,1.57,2.02,2.18,2.67,0,1,0,0,0,1,1,34,1,147626,2,2
439,0,0,0,0,0,1.47,1.57,2.02,2.18,2.64,0,1,0,0,0,1,1,34,1,147626,2,2
440,0,0,0,0,0,1.47,1.89,2.02,2.18,2.64,0,1,0,0,0,1,1,34,1,147626,2,2
444,1,3,2,0,0,1.47,1.89,2.02,2.18,2.64,0,0,0,0,0,1,1,34,1,147626,2,2
446,0,0,0,3,1,1.47,1.89,2.02,2.21,2.64,0,0,0,0,0,1,1,34,1,147626,2,2
448,0,0,0,0,0,1.47,1.89,2.02,2.21,2.7,0,0,0,0,0,1,1,34,1,147626,2,2
453,0,0,0,0,0,1.41,1.89,2.02,2.21,2.7,0,0,0,0,0,1,1,34,1,147626,2,2
460,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0,1,1,34,1,147626,2,2
461,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0,1,1,34,1,147626,2,2
465,1,4,2,0,0,1.26,1.57,2.02,2.21,2.7,0,1,0,0,0,1,1,34,1,147626,2,2
467,0,0,0,4,1,1.28,1.36,2.02,2.21,2.68,0,1,0,0,0,1,1,34,1,147626,2,2
475,0,0,0,0,0,1.24,1.88,1.99,2.21,2.7,1,1,0,0,0,1,1,34,1,147626,2,2
476,1,3,2,0,0,1.26,1.88,1.99,2.21,2.7,1,0,0,0,0,1,1,34,1,147626,2,2
490,0,0,0,3,1,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,1,1,34,1,147626,2,2
492,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,1,1,34,1,147626,2,2
494,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,1,1,34,1,147626,2,2
498,0,0,0,0,0,1.19,1.57,2.06,2.21,2.54,0,0,0,0,1,1,1,34,1,147626,2,2
505,0,0,0,0,0,1.21,1.89,2.07,2.21,2.49,0,0,0,0,0,1,1,34,1,147626,2,2
507,0,0,0,0,0,1.34,1.88,2.07,2.26,2.49,0,0,0,0,0,1,1,34,1,147626,2,2
510,0,0,0,0,0,1.34,1.88,2.07,2.26,2.43,0,0,0,0,0,1,1,34,1,147626,2,2
512,1,5,2,0,0,1.47,1.88,2.07,2.26,2.44,0,1,0,0,0,1,1,34,1,147626,2,2
520,1,3,2,5,1,1.47,1.51,2.07,1.96,2.64,0,0,0,0,0,1,1,34,1,147626,2,2
521,0,0,0,3,1,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,1,1,34,1,147626,2,2
524,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,1,1,34,1,147626,2,2
531,0,0,0,0,0,1.35,1.89,2.07,2.26,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
535,1,3,3,0,0,1.47,1.86,2.07,2.26,2.66,0,0,0,0,0,1,1,34,1,147626,2,2
537,0,0,0,3,1,1.47,1.86,2.07,2.26,2.66,0,1,0,0,0,1,1,34,1,147626,2,2
538,0,0,0,0,0,1.47,1.86,2.07,2.26,2.64,0,1,0,0,0,1,1,34,1,147626,2,2
539,0,0,0,0,0,1.47,1.86,2.07,2.26,2.64,0,1,0,0,0,1,1,34,1,147626,2,2
543,0,0,0,0,0,1.47,1.56,2.05,2.26,2.59,0,1,0,0,0,1,1,34,1,147626,2,2
545,0,0,0,0,0,1.46,1.56,2.05,2.26,2.61,1,0,0,0,0,1,1,34,1,147626,2,2
546,0,0,0,0,0,1.46,1.56,2.05,2.26,2.29,0,0,0,0,0,1,1,34,1,147626,2,2
549,1,3,2,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,1,1,34,1,147626,2,2
550,0,0,0,3,1,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,1,1,34,1,147626,2,2
557,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,1,0,0,0,1,1,34,1,147626,2,2
563,0,0,0,0,0,1.33,1.55,2.07,2.26,2.62,0,0,0,0,0,1,1,34,1,147626,2,2
571,1,3,2,0,0,1.5,1.89,2.01,2.26,2.64,0,0,0,0,0,1,1,34,1,147626,2,2
581,1,5,2,3,1,1.34,1.57,2.01,2.24,2.73,0,1,0,0,0,1,1,34,1,147626,2,2
584,1,3,2,5,1,1.5,1.57,2.01,2.24,2.73,1,0,0,1,0,1,1,34,1,147626,2,2
591,0,0,0,3,1,1.42,1.89,2.06,2.19,2.49,1,0,0,0,0,1,1,34,1,147626,2,2
